0,97
1,98
2,96
3,99
4,98
5,101
6,102
7,103
8,107
9,117
10,130
11,146
12,171
13,205
14,260
15,342
16,420
17,410
18,821
19,1231
20,1642
21,2709
22,4105
23,6158
24,9360
25,14122
26,21101
27,31940
28,48033
29,72173
30,108630
31,162904
32,244685
33,367192
34,550707
35,828482
36,1248143
37,1894179
38,2852559
39,4280521
40,6440570
41,9682573
42,14533097
43,21833763
