0,75
1,71
2,69
3,71
4,72
5,72
6,75
7,75
8,78
9,81
10,91
11,100
12,114
13,137
14,169
15,249
16,299
17,399
18,410
19,410
20,821
21,1395
22,2216
23,3530
24,5337
25,8210
26,12316
27,18474
28,28409
29,42696
30,64291
31,96478
32,145086
33,270221
34,457923
35,698093
36,1052394
37,1602855
38,2417379
39,3641711
40,5488185
41,8282692
42,12430771
43,18703018
44,28075547
45,42152774
46,63303388
47,94933446
48,142637794
