0,108
1,108
2,109
3,109
4,110
5,112
6,122
7,119
8,122
9,131
10,157
11,164
12,188
13,229
14,287
15,376
16,433
17,410
18,821
19,1231
20,1642
21,2627
22,4105
23,6158
24,9360
25,14040
26,21101
27,31858
28,48033
29,72337
30,108712
31,163150
32,244767
33,367767
34,552513
35,831766
36,1251017
37,1896396
38,2862411
39,4296779
40,6459620
41,9711722
42,14601330
43,21920717
