0,101
1,98
2,97
3,101
4,98
5,101
6,102
7,102
8,109
9,114
10,133
11,152
12,231
13,208
14,268
15,346
16,420
17,410
18,821
19,1231
20,1642
21,2627
22,4105
23,6158
24,9442
25,14040
26,21184
27,32022
28,48033
29,72419
30,108548
31,163397
32,244849
33,367603
34,551117
35,829385
36,1250278
37,1891305
38,2848289
39,4283723
40,6438353
41,9700473
42,14565366
