0,75
1,75
2,90
3,115
4,156
5,202
6,344
7,588
8,410
9,821
10,1642
11,2873
12,4516
13,7225
14,11166
15,17324
16,26767
17,41218
18,63060
19,96396
20,147139
21,160441
22,243208
23,372119
24,565897
25,861409
26,1318102
27,2004125
28,3062598
29,4638113
30,7123399
31,10877933
32,16541429
33,25391425
34,38572610
35,58444642
36,88664183
37,134704642
38,203861112
39,532239143
40,827178618
