0,56
1,56
2,64
3,87
4,114
5,153
6,252
7,472
8,410
9,739
10,1231
11,2052
12,3284
13,5008
14,8210
15,12562
16,19295
17,29641
18,45242
19,69054
20,105592
21,161509
22,244193
23,372037
24,567458
25,868717
26,1329104
27,2035081
28,4094056
29,6384251
30,9733493
31,14726811
32,22338270
33,33930309
34,51584813
35,78470466
36,118616867
37,180287588
38,275816854
39,420154817
40,657730537
41,988149069
